no,응답값,코딩값-1,코딩값-2,코딩값-3,코딩 숫자화-1,코딩 숫자화-2,코딩 숫자화-3
4056,싸고 맛있어요.  맛도 진하고,가격이 저렴하다 ,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,맛이 진하다/강하다/맛이 거칠다/맛이 싱겁지 않다/맛이 타이트하다,11,107,115
4057,저렴하고 무난하게 아무데서나 마실 수 있다,가격이 저렴하다 ,무난하다,어디서나 간단하게 마실 수 있다,11,23,845
4058,맥주 자체의 맛이 많이 쓰지 않아 좋다,쓴 맛이 덜 하다,,,119,,
4059,맥주맛이강해서,맛이 진하다/강하다/맛이 거칠다/맛이 싱겁지 않다/맛이 타이트하다,,,115,,
4060,시원하다,시원하다,,,2,,
4061,카스가 알콜향같은게 다른맥주보다 덜나는거같아서 먹기 부드러워요  여자분들이 좋아할듯한 목넘김?ㅋㅋ,맥주 따를 때 향이 없다/맥주 향이 없어 좋다/맥주의 누린내가 없다,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,여성적이다/여성이 마시기에 좋다,206,112,30
4062,맛있어서,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4063,하이트가 제가 선호하는 맛이라서요,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4064,맛있어서,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4065,일본여행갔을때 꼬치요리와 함께 정말 맛있게 먹었다. 그래서 아직도 그 맛이 잊혀지지않는다.,여행에서 마신 기억/추억이 깃든 상표다,,,617,,
4066,거품이 맛있음,거품 맛이 좋다/크림이 맛있다,,,55,,
4067,다른맥주보다 향과 맛이 좋다,향이 좋다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,204,107,
4068,깔끔해서,깔끔하다,,,1,,
4069,말그대로 드라이라는 단어가 맥주랑 맞는다,드라이하다,,,170,,
4070,흔한 상표이고 주로 마시는 상표,대중적/보편적이다,,,22,,
4071,시원할때 청량감이 뛰어나다,맛이 시원하다/맛이 상쾌하다/청량감이 있다,,,103,,
4072,카스를 좋아하는데 라이트는 칼로리도 가벼울 것 같고  광고를 보고 먹고 싶은 생각이 더 든다.,칼로리가 적다/다이어트에 좋다,광고를 보면 마시고 싶다/광고가 맛있을 것 같이 느껴진다,,46,407,
4073,유명 연예인을 고용해서  맛은 한국맥주가 거의 비슷한것도있음,광고 모델이 좋다 ,,,303,,
4074,달아서,달콤하다/꿀맛이 난다,,,108,,
4075,목넘김이 좋고 호가든 전용잔에 맥주를 따라 먹는 재미가 있습니다.  ,목 넘김이 좋다 ,따라 먹는 잔이 따로 있다/전용컵이 있다,먹는 방식이 재미있다/잔에 따라 마시는 재미가 있다,173,162,475
4076,금색이 맥주의 색과 같아서 인상에 남는다,맥주와 동일한 색상의 패키지라 좋다,,,157,,
4077,시원한  느낌을 주어서,시원하다,,,2,,
4078,맛있어서,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4079,맛이 부드럽다,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,,,112,,
4080,독특한 풍미 때문에,특유의 풍미가 좋다,,,891,,
4081,드라이하면서 목을 타고 넘어가면서 휘저어 놓는 느낌이 강하다. 좋다.,드라이하다,목 넘김이 진하다,,170,575,
4082,맛이 좋다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4083,깔끔한 끝맛과 목넘김이 부드럽고 쌉싸름한 맛이 좋다,뒷맛이 깔끔하다,목 넘김이 부드럽다 ,맛이 쌉싸름하다,153,171,113
4084,흑맥주를 좋아한다  부드럽고 한약맛 나는 특이한 맛을 좋아한다  프리미엄의 그맛이다,흑맥주를 좋아한다,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,맛이 독특하다/맛이 차별화됐다,69,112,117
4085,쏘는 맛이 다르다,톡 쏘는 맛이 있다,,,104,,
4086,맥주향이 너무 좋아서,향이 좋다,,,204,,
4087,"입이 즐거워서 가장 상표를 좋아하고, 병과 유리잔의 조화를 좋아하는거 같다",맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,따라 먹는 잔이 따로 있다/전용컵이 있다,,107,162,
4088,맛있어서,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4089,맥주맛이 내 입맛에 맞아서.,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4090,오래된 브랜드이고 구입하는 곳에 가면 가장 잘 진열되어있었음,전통 있다,구입이 용이하다,,366,21,
4091,맛이 부드럽고 좋다,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,112,107,
4092,부드럽다,부드럽다,,,14,,
4093,맛이좋아서 카스중에서도 레몬으 끌리는것같습니다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4094,뭔가 칼로리가 적은거 같은 느낌때문에,칼로리가 적다/다이어트에 좋다,,,46,,
4095,흑맥주를 좋아해서,흑맥주를 좋아한다,,,69,,
4096,맛이 좋다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4097,카스가 요즘 젊은 세대에 맞는 맥주 이미지가 강하고  무엇보다도 다른맥주보다 탄산이 강해서 좋습니다.,이미지가 젊다/젊은 층이 많이 마신다,탄산이 풍부하다,,504,61,
4098,부담없이 즐길수 있는 도수라서 많이 다음날 걱정없이 간단히 즐기는 편이다,가볍게/무난하게/부담 없이 마실 수 있다,도수가 낮아 좋다/잘 취하지 않는다/알코올 함유량이 낮다,어디서나 간단하게 마실 수 있다,601,84,845
4099,없음,없음,,,998,,
4100,"일반맥주보다 알콜도수가 낮고, 칼로리도 낮다.  또 목넘김도 나쁘지않다",도수가 낮아 좋다/잘 취하지 않는다/알코올 함유량이 낮다,칼로리가 적다/다이어트에 좋다,목 넘김이 좋다 ,84,46,173
4101,깔끔한 맛때문에,맛이 깔끔하다,,,102,,
4102,다른 수입맥주보다 순하고 입에 맞음   아사히나 버드와이저 등 보다 덜 쓴듯,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,쓴 맛이 덜 하다,,112,119,
4103,맛이좋아서,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4104,맛이 깊고 풍부해서,맛이 풍부하다/맛이 깊다,,,70,,
4105,눈에 띄여서,눈에 잘 들어온다 ,,,8,,
4106,카스하이트이런거보다 좀더 맛이깔끔한거같아요  이거먹고 다른맥주 잘못먹겠어요,맛이 깔끔하다,,,102,,
4107,목넘김이 좋고 맛이 좋아서,목 넘김이 좋다 ,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,173,107,
4108,맛이 달콤하다,달콤하다/꿀맛이 난다,,,108,,
4109,거품이 부드럽고 잘 넘어가고 하정우가 광고한게 인상깊게 남았다.,거품이 부드럽다,목 넘김이 좋다 ,광고 모델이 좋다 ,183,173,303
4110,신뢰가감,신뢰가 간다,,,25,,
4111,부드럽고 목넘김이 좋음,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,목 넘김이 좋다 ,,112,173,
4112,달콤하고 음료수처럼 맛있어요,달콤하다/꿀맛이 난다,음료수란 느낌이 난다/음료 대용으로 좋다,,108,35,
4113,맛잇다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4114,"깔끔한 맛, 낮은 칼로리",맛이 깔끔하다,칼로리가 적다/다이어트에 좋다,,102,46,
4115,달콤,달콤하다/꿀맛이 난다,,,108,,
4116,톡 쏘는 맛이 좋다,톡 쏘는 맛이 있다,,,104,,
4117,라임을 넣어서 함께 먹는 상큼함이 더해지고 다른 맥주에 비해서 쓴맛이 덜하고 시원한 맛이라서,라임과 함께 먹으면 상큼하다,쓴 맛이 덜 하다,맛이 시원하다/맛이 상쾌하다/청량감이 있다,515,119,103
4118,쓰지않다,쓴 맛이 덜 하다,,,119,,
4119,거품맛이 부드럽고 맛있다,거품이 부드럽다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,183,107,
4120,목넘김이 좋아서,목 넘김이 좋다 ,,,173,,
4121,오래전부터 입맛에 길들여 져서 그런듯.  가능하면 맥스를 찾지만 업소에서 구하기는 하이트나 카스가 많은편,친근하다/오랫동안 마셔 와 익숙하다/맛이 익숙하다,,,3,,
4122,목넘김이 좋고 부드럽다. 끝맛이 깔끔하고 순하다.,목 넘김이 좋다 ,목 넘김이 부드럽다 ,뒷맛이 깔끔하다,173,171,153
4123,주변지인들과 가볍게 즐길수 있다,가볍게/무난하게/부담 없이 마실 수 있다,,,601,,
4124,그냥 좋아서,모름,,,999,,
4125,로고가 이뻐서,로고가 예쁘다/로고가 멋있다,,,32,,
4126,예전부터 그냥 마시게되서,친근하다/오랫동안 마셔 와 익숙하다/맛이 익숙하다,,,3,,
4127,깔끔한 맛이 좋아서,맛이 깔끔하다,,,102,,
4128,맛있는 거품에 대해서 이야기가 많아서,거품 맛이 좋다/크림이 맛있다,,,55,,
4129,마음에 드는 색과 구분,색상이 예쁘다,,,281,,
4130,"병이 세련되고 예뻐서, 강하지않아서",디자인이 세련되었다,디자인이 부드럽다,,725,685,
4131,깔끔해서,깔끔하다,,,1,,
4132,구수한 보리 맛이 진하게 느껴져서 좋습니다.  ,보리 맛이 고소하다,보리 맛이 진하다,,542,62,
4133,시원하고 내 입맛에 딱 맞는듯 하다,맛이 시원하다/맛이 상쾌하다/청량감이 있다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,103,107,
4134,맛이 다른 맥주와 특이하다 끝맛이 좋고 맥주같지않지만 딱 내스타일이다,맛이 독특하다/맛이 차별화됐다,뒷맛이 좋다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,117,151,107
4135,비린내가 안남  목넘김이 부드러움  헛배부르지않음  ,맥주 따를 때 향이 없다/맥주 향이 없어 좋다/맥주의 누린내가 없다,목 넘김이 부드럽다 ,포만감이 덜 하다,206,171,12
4136,맛과 풍부한 느낌,맛이 풍부하다/맛이 깊다,,,70,,
4137,맥주가 가장좋아서,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4138,청량감이 있고 뒷맛이 깔끔,맛이 시원하다/맛이 상쾌하다/청량감이 있다,뒷맛이 깔끔하다,,103,153,
4139,상큼함  ,상큼하다/산뜻하다,,,29,,
4140,깔끔함,깔끔하다,,,1,,
4141,"맛이 좋아서,",맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4142,거품이 풍부해서,거품이 많다/거품이 풍부하다/거품 맛이 진하다,,,67,,
4143,탄산이 카스에 비해 적어 부드러움,탄산이 적다/탄산이 강하지 않다,탄산이 부드럽다,,75,945,
4144,뒷끝이 깔끔하고 병색깔이 시원해 보여 다른맥주와 차별,뒷맛이 깔끔하다,병 색상이 시원하다/병 색상이 상쾌하다,흔하지 않은 제품이다/차별화된 제품이다,153,283,18
4145,목넘김이 부드러워요,목 넘김이 부드럽다 ,,,171,,
4146,일본에서 먹어봤을때 매우 거품이 부드러웠음,거품이 부드럽다,,,183,,
4147,맥주를 좋아해서,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4148,시원한맛,맛이 시원하다/맛이 상쾌하다/청량감이 있다,,,103,,
4149,맛이 좋아서,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4150,맛있어서,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4151,맥주마실때 호가든의 거품이 입술에 닿는 느낌이 조아서,거품 맛이 좋다/크림이 맛있다,,,55,,
4152,거품이 부드러워 목넘김이 좋고 맛이 좋습니다.   호가든은 거품을 일부러 내기 위해 한잔에 가득 따라 마시는데   잔에 따르면서 부터 재미가 있고 맛이 있는 느낌이 듭니다.,거품이 부드럽다,목 넘김이 좋다 ,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,183,173,107
4153,친근하다,친근하다/오랫동안 마셔 와 익숙하다/맛이 익숙하다,,,3,,
4154,입맛에 맞아서.,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4155,이름이 라이트라그런지 살이 덜찔것같아서 먹었는데  목넘김이부드러워서,칼로리가 적다/다이어트에 좋다,목 넘김이 부드럽다 ,,46,171,
4156,버드와이저가 다양한 맛이 많아서,맛이 다양하다,,,114,,
4157,맛이 좋다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4158,맛있음,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4159,상큼해서 좋다,상큼하다/산뜻하다,,,29,,
4160,톡소는 맛이 좋당..보편적으로 많이 판다,톡 쏘는 맛이 있다,대중적/보편적이다,구입이 용이하다,104,22,21
4161,맛있어서,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4162,레몬이나 라임을 곁들여 먹는 대표적 맥주로 가볍다는 인식이 강합,레몬을 넣어 마시면 좋다/레몬과 잘 어울린다,라임을 넣어 마시면 좋다,맛이 가볍다,195,197,51
4163,깔끔한 맛,맛이 깔끔하다,,,102,,
4164,맛이 가장 좋다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4165,맛있음,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4166,제일자주먹고 개인적으로 입맛에 맞다.,친근하다/오랫동안 마셔 와 익숙하다/맛이 익숙하다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,3,107,
4167,삿포로는 뒷맛이 깔끔하고 목넘김이 좋습니다.   다른 맥주와는 다르게 보리의 쓴맛이라고 해야하나 그런느낌이 적고  부드럽습니다.,뒷맛이 깔끔하다,목 넘김이 좋다 ,보리 맛이 쓰지 않다,153,173,955
4168,맛이 풍부해서,맛이 풍부하다/맛이 깊다,,,70,,
4169,맛이 가볍고 내게 맞아서,맛이 가볍다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,51,107,
4170,"국내에서 판매하는 맥주 중, 가격대비 맛이 가장 좋음.  풍부한 맛이라고나 할까..  김빠진 맥주 같지 않고 맥주다운 맥주를 마시는거 같아서.",맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,맛이 풍부하다/맛이 깊다,맥주 기본/특유의 맛이 잘 살아있다,107,70,54
4171,지인의 권유와 맛에 대한 취향이 맞다.,주변에서 추천하는 맥주다,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,179,107,
4172,다른맥주보다 좀더 부드러운 느낌으로 목넘김이 좋고 맛있는거 같아서,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,목 넘김이 좋다 ,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,112,173,107
4173,다른 맥주와 다른 향이 있고 거품이 부드러워서,향이 독특하다,거품이 부드럽다,,202,183,
4174,광고 모델이 좋음,광고 모델이 좋다 ,,,303,,
4175,내 입맛에 잘 맞음,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4176,화이트가 좀 깔끔하고    쉬원한느낌이드네요    아무래도 처음부터 화이트를 먹어서 그런거같습니다.,깔끔하다,시원하다,처음 마셔본 맥주이다,1,2,631
4177,일단 많이 마셔서 그런지 그냥 마트에서도 손이 가더라구요. 외국 맥주가 맛있긴 하지&#65533; 너무 비싸니깐요.,친근하다/오랫동안 마셔 와 익숙하다/맛이 익숙하다,가격이 저렴하다 ,,3,11,
4178,목넘김이 부드럽다.,목 넘김이 부드럽다 ,,,171,,
4179,시원한 맛에 끝넘김에 느껴지는 맥주의 쓴맛,맛이 시원하다/맛이 상쾌하다/청량감이 있다,목 넘김이 쌉싸름하다,,103,881,
4180,맛있는 느낌,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,,,107,,
4181,kgb가 맥주가 아니라 보드카인줄 알았는데 맥주 상표로 분류되서 신기하다. 마시면 맥주라기보다 레모네이드같아서 맛있다.,특별하다,레몬 맛이 난다,,7,111,
4182,톡쏘는 맛,톡 쏘는 맛이 있다,,,104,,
4183,하이트는 부산으로 와서 먹기 시작했는데 카스먹다가 하이트를 먹으니  좀더 부드러운 것 같았습니다.  그리고 술이 덜 취한다 주관적이긴 한데 그래서 좋아하게 되었습니다.,맛이 순하다/맛이 부드럽다/맛이 독하지 않다,도수가 낮아 좋다/잘 취하지 않는다/알코올 함유량이 낮다,,112,84,
4184,"생맥주집에서 친구들과 대학교1학년때 처음 접했는데, 첫 느낌이 좋았으며  그 후로 자주 애용한다. 다른 생맥주와 비교했을때도 퀄리티가 좋다",느낌이 좋다,친근하다/오랫동안 마셔 와 익숙하다/맛이 익숙하다,품질이 우수하다,9,3,124
4185,맥주의 맛  목넘김  적당한 알코올 농도,맛이 좋다/취향에 맞는 맛이다/입맛에 맞는다,목 넘김이 좋다 ,도수가 적당하다/알코올 맛이 적당하다,107,173,608
