no,응답값
8112,맛이 깔끔함
8113,판매되는 맥주 중에 가장 부드러움과 깊은 맛이 강한 맥주라고 생각됨
8114,맛이 좋아서
8115,목넘김이 좋다
8116,모델들이 마음에들고 광고가 정말 드라이하게 느껴집니다...
8117,맛있어서
8118,"김연아가 선전한 후에 많이 좋아졌고, 맛도 괜찮은 편이고 여기저기서 많이 파니까 자주 마시게 되는듯 함."
8119,제가 아프리카 케냐로 유학을 간적이 있었는데 거기서는 기네스를 한국보다는 엄청 싼가격에 자주 마셨읍니다. 한국에서 비싸서 잘 먹진 못하지만 엄청 부드러워서 애호합니다.
8120,진짜 맥주  아일랜드에서 마셨던 맛을 잊을 수 없어서
8121,톡쏘는 맛이 좋다
8122,내가 젤 맛있게 먹었던 맥주
8123,맛이 부드러워서
8124,톡쏘는 맛이 있어서
8125,부드러운거품
8126,부드럽다
8127,캔 디자인도 마음에 들고 맥주가 맛있었던 것 같음.
8128,맛의 느낌이 좋타
8129,시원한맛
8130,독일맥주 먹다가 국내 맥주 먹으면 맹물임
8131,전통성도 있고 맥주 맛이 있어서
8132,뒷끝맛이 맛있음
8133,팬더그림이있어서
8134,가장 큰 이유는 맛! 적당히 씁쓸하면서도 목넘김이 좋음. 그리고 'King of beer' 라는 문구가 기억에 많이 남아서
8135,거품이 부드러워 목넘김이 좋다
8136,잡다하지만 뭔가 중국스럽고 맛있어서 기억에 남는다
8137,맛
8138,"맛이 깔끔하고, 좋음. 광고도 인상 깊었음"
8139,가장 좋하하는 로고
8140,깔끔해서
8141,맛이 좋아서
8142,맛이 깔끔하고 많이 마셔도 다음날 구역감이나 그런게 전혀 없어서 좋습니다
8143,이름이 이뻐요
8144,"병의 색감이나 느낌도 매우 좋고, 맛이나 목넘김이 취향에 맞기 때문입니다. 맛과 느낌이 좋기 때문인데 그 이상 뭐가 필요하겠습니까"
8145,쉽게 구할 수 있으면서 목넘김이 좋고 적당한 도수.
8146,금빛 켄
8147,맛잇다
8148,깔끔한 맛
8149,과일? 허브향? 같은 다른 맥주와는 차별화된 향미
8150,맛과 향
8151,순하다. 같은 양을 마셔도 다른 맥주보다 덜 취함
8152,맛있어서
8153,맛이 좋다
8154,맛이 깔끔한것 같아서
8155,고급스럽고 시원해 보인다 일본맥주다
8156,탄산감이 좋아서
8157,맛있고 값도 합리적이다
8158,호가든 전용 글라스에 충분한 거품기와     시원할 때 느껴지는 강한 레몬향이 취향에 잘 맞다.
8159,다른 제품에 비해 맛이 좋아요.
8160,맛있다
8161,"맛있고, 광고도 재미있고, 시원하다"
8162,싸이가 선전해서 ;
8163,자주 먹는다
8164,입맛이 맞아서
8165,"평소에 즐겨 마심, 입맛에 맞음."
8166,쉽게 찾을수있었어
8167,싸고 맛있다
8168,"카스 광고도 기억에 남는 것이 많고, 왠지 대중적인 느낌이다.  맛도 좋음.^^"
8169,이종석이 광고하기 때문에
8170,맥주캔색이 맥주랑 잘어우리며 시원해 보임
8171,풍미가 좋아서
8172,맛이 풍부하고 부드러움
8173,목 넘김이 부드럽고 쓴맛이 덜하기 때문에 좋아함
8174,그냥 좋음
8175,맛이 좋아서
8176,엔젤 링
8177,저렴해서
8178,시중의 보통의 맥주맛과 다르게 맛이 담백해서
8179,맛있어서
8180,맛이 상큼해서
8181,국산맥주라 싸고 국산맥주중에 맛이 가장좋음
8182,쉽게 접할 수 있는 맥주중에 맛이 진하며 상쾌한 맛이 난다.  한번 먹다보니 주로 이걸 많이 찻게 된다
8183,깔금하고 시원한 맛이 좋고 거품이 별로 없어서
8184,"국산이고, 맛이 맛있고 목넘김이 좋다"
8185,원래 좋아했음  맛이 부드럽고 시원함
8186,부드럽고 맛이 좋다. 한국의 맥주는 거의 비슷하게 느껴지지만    기린을 마실때는 다른 맛을 느낄수 있어서 좋다.
8187,광고를 보니 너무 맛있어 보여서
8188,시원하고 깔끔하다
8189,맛이 깔끔하고 마음에 듬
8190,"다른맥주와다르게 은은한 레몬맛이 느껴지고, 그래서인지 배부른감이 좀 덜합니다. 주로 카스를 즐겨먹는편인데 이번 카스 레몬이 제 입맛에 딱 맛는거 같습니다"
8191,가격대비 맛이 우수하다
8192,깊은 맥주의 맛이 입맛에 맞음
8193,맛이 부드러워서
8194,거품이 부드럽고 목넘김이 좋다
8195,다른맥주보다더 시원한느낌
8196,신랑이 좋아해서
8197,오래 전부터 마셔오던 종류라서
8198,거품이 진하고 오래남는다
8199,저렴하다. 가격대비 맛이 좋다.
8200,목넘김이 좋고 다음날 숙취가 덜해서
8201,맛있음
8202,맥주맛이 다른 제품이 비해 진하다
8203,맛이 깊고 더 시원해서
8204,맛이 좋아서
8205,맥주 맛이 좋음
8206,방울방울 톡톡쏘우는 목넘김이 좋다
8207,가장 대중적이고 맛이 깔끔하다  다른 사람들과 마시기에 가장 거리낌이 없다
8208,부드럽다
8209,맥주맛에 밀이나 보리의 느낌이 강하게 나는 것 같다.  호가든을 마시면 내가 전원적인 밀밭에 나와있는 느낌을 받는다.
8210,맛이 깔끔하고 좋음  가장 구입하기 쉬움  입맛에 맞음
8211,깔끔
8212,깔끔
8213,브랜드 이미지가 깔끔하다.  맛은 솔직히 잘 모르겠는데 브랜드 이미지 때문에 호감이 간다.
8214,카스를 마시는 젤 중요한 이유는 맛이겠죠   깔끔한 맛이 계속 마시게 하는거 같습니다
8215,맛이 깔끔하고 마실 때 매우 시원해서 먹기가 좋았고 음식과도 잘 어울림
8216,깨끗해서
8217,자주 먹는다   맛난다   좋다
8218,맛
8219,제일 무난하고 맛있어서
8220,목넘김이 조아서
8221,이미지가 좋다. 가볍지도 무겁지도 않은 맛
8222,일단 호가든은 맛이 좋습니다. 그리고 호가든 잔에 호가든 한병을 붓고 나머지 한모금을 남겨서 병째 먹을때 향도 좋고 목넘김도 부드러운것이 좋습니다.
8223,시원해 보인다
8224,맛이 좋아서
8225,목넘김이좋아서  그렇게 독하지도않음
8226,맛이 독특해서 머리에 박힘
8227,맘에드므로
8228,병맥으로 마셨을때 가장 부담없고 시원한 느낌으로 마실수 있음.
8229,맛이 부드럽고 쓴맛이 약하다.
8230,마시면 맛이 깔끔하고 시원해서
8231,가장 편하게 접할수 있고 국산 맥주중에는 풍미가 좋은편임
8232,"시원하고, 맛이 부드럽다"
8233,순해서
8234,이름이 멋있다
8235,"발음하기가 쉽고, 시원한 생각이 든다"
8236,시원하고 고급스러운 맛  용기가 시원하다
8237,특유의 맛
8238,가장 일반화 되어있고 호프집에서 파는 시원한 생맥주도 카스인걸로 알고있어서 인 것 같다.
8239,맛이 깔끔하고 칼로리도 가벼워서 좋다
8240,거품이 풍부하고 맛이 부드럽다
8241,"제일 목넘김이 좋고, 톡쏘는 맛이 좋고, 내 입맞에 제일 맞다."
8242,골드색이 맥주를 상징하는것 같고 마시고싶은 욕구를 생기게한다
8243,"깊은 향과 맛, 그리고 멋드러진 디자인까지.  시각과 청각 후각을 모두 만족하는 흑맥주계의 꽃이라고 생각합니다."
8244,칼로리
8245,익숙함
8246,그냥 주로 골라먹는거라서
8247,깔끔
8248,광고 모델
8249,가볍게 마시지 좋을 것 같은 느낌
8250,신선하고 뒷맛이 깔끔해서
8251,오렌지 향이 너무 좋다
8252,라이트라서. 다이어트에 조금이라도 도움 될 것 같아서
8253,맛이깔금하다
8254,맛이 깊고 크리미하다
8255,맛있어성
8256,맛있어서
8257,오래전부터 마셔 왔고  친숙하고 친근한   이미지가 좋슴니다
8258,맥주안에 볼이 들어가 있어서 그런지 거품이 굉장히 부드럽다. 맥주를 마시는데 이상하게 몸상태가 좋아지는 착각이 들 정도로 부드러운 커품맛이 인상적이다.
8259,흑맥주에 달콤함이 함유된 최고의 맥주
8260,다이어트에 관심이 많은 여성으로써  라이트라는 단어 자체가 가벼운 느낌이 들어서 맘에 들고  죄책감이 덜 든다.    맛도 깔끔하고 탄산도 강하고  순한편이어서 즐겨마신다
8261,끝맛이 거품이 커피맛나는듯 흑맥주 참맛있다
8262,맥스는 다른 맥주보다 진한 맛이 좋습니다. 다른 제품들은 시원한 맛은 있지만 싱거운 편입니다. 그에 반해 맥스는 진한 맛이 제입에  맛기 때문입니다.
8263,상큼하고 맛이써요
8264,맛있다. 거품이 부드럽고 느끼하고 풍부한 맛이 난다. 고소하다.
8265,카스는 먹을때 깔끔하고 상표가 눈에 띄어서 좋다.
8266,깔끔하고 맛있다. 그리고 주위에서 많이먹는다
8267,뒷맛이깔끔하고시원함
8268,맛있다
8269,거품이맛있어서
8270,우리나라 국산 맥주이며 목넘김이 좋고 맛도 좋고 톡쏘는 맛도 좋아서.
8271,입에 가져다 댈 때 부터 입술을 감싸는 부드러운 느낌을 받고 목넘길 때 까지 계속됨
8272,목넘김과 시원함이 살아있다
8273,타사맥주에 비해 가격은 조금 비싸지만 맥주의 맛이 내입맛에 맞음
8274,부드럽고 맛깔난다
8275,맛이 순하고 더 시원한 느낌
8276,칼로리가 좀 적어서
8277,향이 좋아서
8278,맛있고 저렴해서
8279,목넘김이 브드럽다
8280,깔끔한 맛
8281,목넘김이 부드럽다
8282,부드러움
8283,맛이 풍미가 있고 깊고 제조과정이 마음에 들고 광고가 끌린다.
8284,"무엇인가 깨끗해 보이고 무엇보다 끝 맛이 쓰지안고 좋으며, 목 넘김이 깨끗합니다"
8285,부드럽다
8286,오랜 기간 마신 맛
8287,일단 맛이 시원하고 톡쏘는 맛이 좋다. 수입맥주도 맛있긴 한데 가격적인 면에서 싸고 괜찮음.
8288,상표가 이쁘게 생김   보고 있으면 시원함이 느껴지는 생각이 들음
8289,맛이 독특하다
8290,맛이있다
8291,전체적으로 묵직하고 뒷맛이 깔끔하다.
8292,부드러운거보다는 나는 톡쏘는게 좋다.
8293,"맛이 진하고, 상큼하다."
8294,보리맛이 덜하고 좋다
8295,라거맥주 중에 맛이 좋고 맥주 포장 디자인도 맘에들어서
8296,톡쏘는맛
8297,가장 많이 먹어서
8298,톡쏘는 맛  진한 호프
8299,미국에 있을 때 매우 자주 맥주바에 가서 먹으면서 입에 익숙해졌음
8300,맛이깔끔하고 목넘김이좋다
8301,맥주 맛이 내입맛에 맞다
8302,"맛은 다른맥주에 비해서 확 쏘는 느낌이 없고 국산맥주중에서는 부드럽게 넘어갑니다.  수입맥주는 좋아하나, 가격 이유로 국산맥주를 주로 구매하고 있는  실정입니다."
8303,맥주 매니아들 사이에서 맛이 좋다고 평가한 제품이라 왠지 믿음이 간다.
8304,맛있다
8305,다른 맥주들과 달리 맛이 좋고 음료와 가까운 느낌도 있어서 좋아합니다.
8306,호가든 맥주 맛이 내 입맛에 맞아서
8307,상큼해서
8308,맛도 무난하고 심플한 병 디자인이 마음에 들어서
8309,축구를 좋아하기에 그렇습니다
8310,맛이 좋음
8311,"쉽게 마실 수 있는 맛인 것 같다. 크게 자극적이지 않는 느낌이다. 술을 잘 마시지 못하는데, 버드와이저가 비교적 편하게 마실 수 있는 것 같다."
8312,목넘김이 부드럽고 순함
8313,접하기 편하고 입맛에 맞아서..
8314,콜라같이 톡 쏨
8315,약간 톡쏘면서 알싸한 맛이 내입맛에 잘맞는다
8316,그냥...
8317,신랑이 좋아헤서
8318,목넘김이 좋고 맛있다
8319,맛이 신선하다 쉽게 구입할 수 있다.
8320,상표디자인이 심플하고 깔끔해서 (맛도 시원하고 깔끔해서)
8321,맥주를 좋아해서 자주 마시다보니 눈에 익어서 그런듯...  딱히 디자인을 좋아하는것은 아닌듯 합니다.
8322,구립하기 편하고 타사와는 맛이 미묘하게 차이난다 마실때 목에서의 시원함이 느껴진다.
8323,맛있어서
8324,맛잇어서요
8325,가성비가 좋음
8326,맛
8327,시원하다
8328,맛이 깔끔하고 뒷탈이 별로없다.
8329,더 시원하고 오래가는 듯해서
8330,맛있어서 좋아한다
8331,부드러워서 목넘김이 좋아요
8332,그냥 자주 먹던거
8333,호감가는 명칭
8334,입맛에 가장 잘 맞음
8335,시원하고 향이 좋으며 가격이 적당하다.
8336,"맛도 목넘김이 부드럽고, 적당한 양에 특히나 병맥주의 모양과 디자인이 맘에 들어 부담없이 마시게 된다"
8337,일단 맛이 좋고 고급스러운 상표
8338,부드러운맛이 좋아서..
8339,국산맥주라서 가격도 저렴하고 맛도 괜찮아서
8340,시원함
8341,맥주를 좋아함
8342,입맛에 맞어서
8343,맛이 좋고 풍미가 있다
8344,처음엔 쓴맛이 강했지만 계속먹다보니 부드러운 맛을 느낄수 있어서 좋아한다
8345,입맛에 가장 맞아서
8346,맥주 맛이 제일 괜찮음
8347,맛이 레몬향 같은게 나고 부드럽다
8348,칼로리가 적음
8349,맛이 깔끔함
8350,구수해요~
8351,쓴맛 알콜느낌이 별로없음
8352,빨간색이 인상적이고 폰트가 이쁘다
8353,좋아요
8354,TV 광고에서 모델과 내용이 너무 좋아서 상표까지도 머리속에 남고 좋아보이네요
8355,깔끔해서
8356,톡 쏘는 맛이 시원하고 가끔 마트에서 가격 할인 행사를 하기 때문이다
8357,가장 대중적인 맥주 회사
8358,맥주가 드라이공법으로 제조되어서 그런지 맛이 깔끔하고 시원해서
8359,평범해서
8360,맛있다 깔금하다
8361,외국느낌이 난다
8362,개인적으로 아사히 맥주 맛을 좋아한다.
8363,유명해서
8364,신선
8365,시원함 깔끔함.
8366,맛있어서
8367,맛도 다른 맥주와는 다르게 단맛이 적어서
8368,쓴맛이 땡김
8369,맛이 깔끔하다 ..끝맛이 쓰지않아 좋다
8370,대중적이고 자주 마셔서 익숙한 맛이기 때문
8371,맛이 좋고 목넘김이 좋아서
8372,맛이좋다.
8373,가장 맛있어서
8374,저렴하다
8375,톡쏘는 맛과 진한 맛이좋다
8376,맥주를 마시는 것만이 아니라 보는 맥주로
8377,김연아가 선전해서
8378,뒷맛이 깔끔하다
8379,맛이 시원하다
8380,다른 맥주에비해 탄산이 강해서 먹는 맛이 좋다
8381,ㅈ발적회수가 마음에 들었고 뒷맛이 깔끔하다.
8382,맛있다
8383,평상시에 즐겨 마시던 술이라 다른걸로 바꿀 의양이 없다
8384,적당한 거품과 탄산이 좋다
8385,가장 손쉽게 구할수 있고 어딜가나 잇는 서민적인 술이라서
8386,맛이 깔끔하다
8387,집안 에 전체적으로 카스를 즐겨마시며 주로 먹기 때문 .
8388,부드러운 맛과 깔끔한 넘김이 좋아서
8389,시원하고 깨끗한 맛과 브랜드도 마음에 들어서
